,Company Name,PE Ratio,ROE,Net Profit,EPS,Cash Flow,Cash Conversion Cycle
361,S R G Securities Finance Ltd,20.9,4.03,"['0.28', '0.31', '0.07', '0.15', '0.35', '0.29']","['0.52', '0.58', '0.13', '0.28', '0.65', '0.54']","['-0.04', '0.17', '-0.06', '0.12', '0.16']","['2,410.70', '2,056.75', '1,956.93', '0.00', '0.00']"
362,Avasara Finance Ltd,,11.1,"['0.17', '-0.02', '0.07', '0.03', '0.09', '0.31', '0.02', '-0.01']","['0.34', '-0.04', '0.14', '0.06', '0.18', '0.62', '0.04', '-0.02']","['-0.15', '-0.31', '0.16', '-0.13', '-0.08']","['0.00', '0.00', '0.00', '0.00', '0.00']"
363,Libord Finance Ltd,74.8,0.55,"['-0.11', '0.04', '0.28', '0.09', '-0.15', '-0.01', '-0.01', '0.00']","['-0.08', '0.03', '0.18', '0.06', '-0.10', '-0.01', '-0.01', '0.00']","['0.26', '-0.18', '-0.12', '0.00', '0.58']","['479.06', '294.81', '267.67', '102.56', '64.79']"
364,Aravali Securities & Finance Ltd,6.15,,"['-0.37', '0.33', '4.14', '-0.03', '-0.13', '-0.17', '0.53', '-0.09']","['-0.24', '0.22', '2.73', '-0.02', '-0.09', '-0.11', '0.35', '-0.06']","['-0.41', '0.26', '-0.60', '-0.03', '0.02']","['-77.20', '580.68', '98.27', '126.49', '399.22']"
365,Mask Investments Ltd,,0.08,"['0.00', '0.00', '0.00', '0.01', '0.00', '0.01', '0.06', '0.02']","['0.00', '0.00', '0.00', '0.03', '0.00', '0.03', '0.20', '0.07']","['0.02', '0.04', '0.00', '-0.01', '-0.04']","['0.00', '0.00', '0.00', '0.00', '0.00']"
366,Bharat Bhushan Finance & Commodity Brokers Ltd,169,0.19,"['0.14', '-0.04', '0.00', '-0.01', '0.25', '0.08', '-0.01', '0.00']","['0.41', '-0.12', '0.00', '-0.03', '0.74', '0.24', '-0.03', '0.00']","['-0.01', '0.00', '0.04', '-0.01', '-0.33']","['0.00', '115.26', '54.75', '97.33', '15.64']"
367,Amforge Industries Ltd,20.4,3.04,"['0.22', '0.13', '-0.36', '0.15', '0.11', '0.13', '0.06', '0.13']","['0.15', '0.09', '-0.25', '0.10', '0.08', '0.09', '0.04', '0.09']","['-0.40', '0.00', '0.01', '0.17', '0.00']","['149,180.71', '1,711.71', '108.65', '66.72', '0.00']"
368,Sugal & Damani Share Brokers Ltd,,-2.14,"['0.28', '0.23', '0.60', '0.62', '0.48', '0.42', '0.39', '0.02']","['0.45', '0.37', '0.96', '0.99', '0.77', '0.67', '0.62', '0.03']","['-1.37', '-1.96', '-2.88', '1.20', '0.35']","['363.36', '406.13', '665.82', '579.76', '823.37']"
369,Rapid Investments Ltd,245,0.00,"['-0.05', '-0.00', '-0.00', '-0.00', '-0.00', '0.03', '-0.04', '-0.02']","['-0.38', '-0.00', '-0.00', '-0.00', '-0.00', '0.23', '-0.31', '-0.15']","['0.13', '0.75', '-0.64', '-0.25', '0.06']","['73.00', '-0.00', '-0.00', '-0.00', '-0.00']"
370,DCM Financial Services Ltd,,,"['-0.76', '-0.21', '-0.32', '-0.10', '0.31', '0.21', '0.05', '-0.01']","['-0.34', '-0.09', '-0.14', '-0.05', '0.14', '0.09', '0.02', '-0.00']","['2.37', '3.71', '2.19', '-0.03', '0.05']","['4,590.58', '-0.00', '-0.00', '-0.00', '-0.00']"
371,Sujala Trading & Holdings Ltd,238,0.76,"['0.13', '-0.08', '-0.15', '0.10', '0.25', '-0.24', '0.28', '0.17']","['0.23', '-0.14', '-0.26', '0.17', '0.44', '-0.42', '0.49', '0.30']","['-0.14', '0.07', '0.14', '-0.04', '0.19']","['146.98', '494.22', '397.96', '370.53', '60.11']"
372,Mehta Securities Ltd,,-2.53,"['0.29', '-0.62', '0.38', '0.09', '-0.93', '0.06', '0.03', '0.49']","['0.94', '-2.01', '1.23', '0.29', '-3.01', '0.19', '0.10', '1.59']","['', '', '', '0.41', '-0.01']","['1.31', '3.89', '0.96', '0.09', '0.11']"
373,Inani Securities Ltd,17.0,1.92,"['-0.01', '0.07', '0.09', '0.04', '0.11', '0.07', '0.09', '0.09']","['-0.02', '0.15', '0.20', '0.09', '0.24', '0.15', '0.20', '0.20']","['-1.18', '0.04', '0.45', '0.61', '1.60']","['306.42', '251.20', '390.84', '355.39', '158.31']"
374,Jindal Leasefin Ltd,,-0.41,"['-0.09', '0.71', '0.07', '-0.05', '0.07', '-0.07', '0.09', '-0.04']","['-0.30', '2.36', '0.23', '-0.17', '0.23', '-0.23', '0.30', '-0.13']","['', '-1.33', '-4.62', '2.37', '0.42']","['1,725.45', '0.00', '0.00', '0.00', '0.00']"
375,Classic Leasing & Finance Ltd,,0.00,"['0.00', '-0.02', '0.04', '0.03', '-0.18', '0.01', '0.01', '0.01']","['0.00', '-0.07', '0.13', '0.10', '-0.60', '0.03', '0.03', '0.03']","['0.00', '0.00', '0.00', '0.06', '-0.04']","['', '4,866.67', '0.00', '1,161.36', '0.00']"
376,GCM Capital Advisors Ltd,102,0.26,"['0.00', '-0.26', '-0.52']","['0.00', '-0.15', '-0.31']","['', '2.28', '-2.36', '1.53', '-1.49']","['196.15', '2,355.34', '750.34', '231.94', '761.38']"
377,CitiPort Financial Services Ltd,305,0.66,"['0.00', '0.01', '0.06', '0.00', '-0.06', '0.01', '0.00', '0.00']","['0.00', '0.03', '0.19', '0.00', '-0.19', '0.03', '0.00', '0.00']","['-0.56', '0.00', '-0.01', '-0.01', '0.06']","['0.00', '0.00', '0.00', '0.00', '0.00']"
378,Dalal Street Investments Ltd,60.6,3.19,"['2.85', '0.03', '-0.04', '0.03', '0.02', '-0.05', '-0.04', '0.38']","['90.45', '0.95', '-1.27', '0.95', '0.63', '-1.59', '-1.27', '12.06']","['0.01', '-0.02', '0.00', '0.00', '0.00']","['0.00', '978.20', '3,996.75', '680.23', '3,376.25']"
379,Essar Securities Ltd,36.3,2.52,"['0.98', '-0.02', '-0.08', '-0.04', '-0.04', '-0.07', '0.01', '-0.08']","['0.69', '-0.01', '-0.06', '-0.03', '-0.03', '-0.05', '0.01', '-0.06']","['-1.94', '0.23', '-0.32', '0.63', '-0.77']","['1,850.47', '0.00', '', '0.00', '186.38']"
380,TCI Finance Ltd,,,"['0.38', '-3.23', '-1.78', '-0.12', '-47.19', '0.81', '0.70', '0.43']","['0.30', '-2.51', '-1.38', '-0.09', '-36.66', '0.63', '0.54', '0.33']","['0', '0', '-0', '0', '0']","['0', '0', '0', '0', '0']"
381,Amarnath Securities Ltd,177,0.00,"['0.00', '0.05', '0.04', '0.01', '0.02', '0.04', '-0.08', '0.05']","['0.00', '0.17', '0.13', '0.03', '0.07', '0.13', '-0.27', '0.17']","['0.02', '0.00', '-0.09', '0.00', '0.07']","['730.00', '3,467.50', '0.00', '0.00', '0.00']"
382,Esaar (India) Ltd,0.77,9.20,"['0.00', '-4.74', '-0.20', '-2.41', '9.14', '-0.20', '3.06', '-9.61']","['0.00', '-2.32', '-0.10', '-1.18', '4.47', '-0.10', '1.50', '-4.70']","['-0', '-0', '1', '-1', '1']","['71', '91', '2,084', '374', '308']"
383,Integra Capital Management Ltd,33.7,10.1,"['0.08', '-0.04', '-0.31', '0.02', '-0.21', '0.15', '0.09', '0.16']","['0.17', '-0.09', '-0.66', '0.04', '-0.45', '0.32', '0.19', '0.34']","['0.96', '-1.08', '0.12', '-0.20', '0.00']","['0.00', '434.18', '2,336.00', '117.08', '0.00']"
384,Abhishek Finlease Ltd,62.4,2.80,"['0.04', '0.02', '-0.03', '0.04', '-0.12', '0.04', '0.02', '0.03']","['0.09', '0.05', '-0.07', '0.09', '-0.28', '0.09', '0.05', '0.07']","['0.00', '0.00', '0.00', '0.00', '0.15']","['1,108.30', '2,057.27', '2,057.54', '1,753.30', '143.39']"
385,Gujarat Lease Financing Ltd,,,"['-0.21', '-0.16', '0.02', '-0.05', '0.32', '-0.13', '-0.07', '-0.09']","['-0.08', '-0.06', '0.01', '-0.02', '0.12', '-0.05', '-0.03', '-0.03']","['-1.20', '0.12', '-0.06', '0.01', '-0.02']","['0.00', '0.00', '0.00', '0.00', '0.00']"
386,Parsharti Investment Ltd,108,2.79,"['0.09', '0.01', '-0.01', '0.03', '-0.16', '-0.05', '0.01', '0.07']","['0.27', '0.03', '-0.03', '0.09', '-0.48', '-0.15', '0.03', '0.21']","['-0.02', '0.01', '-0.01', '0.00', '0.00']","['162.16', '79.11', '56.93', '638.75', '260.71']"
387,Indo-City Infotech Ltd,,-3.40,"['0.15', '-0.02', '-1.10', '0.73', '-0.24', '0.05', '-0.03', '0.03']","['0.14', '-0.02', '-1.06', '0.70', '-0.23', '0.05', '-0.03', '0.03']","['-0.23', '1.40', '0.69', '-0.22', '-0.21']","['6.19', '91.25', '0.00', '0.00', '0.00']"
388,First Custodian Fund(I) Ltd,8.31,1.47,"['0.05', '0.12', '0.11', '0.07', '-0.23', '0.02', '-0.11', '0.02']","['0.33', '0.80', '0.73', '0.47', '-1.53', '0.13', '-0.73', '0.13']","['-1.47', '0.00', '0.67', '-0.60', '1.17']","['3,161.46', '2,785.30', '2,841.38', '3,399.06', '4,363.02']"
389,S I Capital & Financial Services Ltd,,-15.7,"['0.04', '0.00', '-0.02', '0.01', '-0.05', '-0.04', '-0.10', '-0.13']","['0.13', '0.00', '-0.07', '0.03', '-0.17', '-0.13', '-0.33', '-0.43']","['0.11', '-0.10', '0.35', '-0.35', '0.02']","['782.14', '428.48', '339.83', '380.21', '304.17']"
390,Mehta Housing Finance Ltd,,-2.04,"['0.02', '-0.46', '-0.01', '-0.01', '-0.00', '-0.04', '-1.62', '0.59']","['0.06', '-1.49', '-0.03', '-0.03', '-0.00', '-0.13', '-5.26', '1.91']","['', '', '', '-0.00', '-0.00']","['-0.00', '-0.00', '5,219.50', '3,723.00', '5,146.50']"
391,United Credit Ltd,11.1,3.42,"['1.52', '0.18', '0.22', '0.22', '0.28', '0.18', '0.25', '0.20']","['2.85', '0.34', '0.41', '0.41', '0.53', '0.34', '0.47', '0.38']","['0.17', '-0.40', '-0.17', '0.01', '0.00']","['1.54', '0.00', '0.00', '1.63', '0.00']"
392,Polytex India Ltd,83.3,2.53,"['-0.01', '0.00', '0.02', '0.04', '-0.01', '0.04', '0.14', '0.18']","['-0.01', '0.00', '0.01', '0.03', '-0.01', '0.03', '0.10', '0.13']","['0.00', '0.04', '-0.03', '0.02', '0.05']","['0.00', '0.00', '0.00', '0.00', '0.00']"
393,Manraj Housing Finance Ltd,,,"['0.83', '-0.23', '-0.27', '-0.23', '-0.17', '0.20', '-0.04', '-0.05']","['1.66', '-0.46', '-0.54', '-0.46', '-0.34', '0.40', '-0.08', '-0.10']","['-0.11', '-0.02', '0.02', '-0.02', '-0.00']","['238.78', '2,201.15', '3,341.35', '1,705.31', '-0.00']"
394,Shalimar Agencies Ltd,,-2.91,"['-0.09', '-0.04', '-0.02', '-0.01', '-0.02', '-0.04', '0.00', '-0.04']","['-0.30', '-0.13', '-0.07', '-0.03', '-0.07', '-0.13', '0.00', '-0.13']","['0.00', '0.05', '0.01', '-0.10', '0.06']","['2,555.00', '0.00', '2,646.25', '1,460.00', '0.00']"
395,Hasti Finance Ltd,45.6,2.63,"['0.28', '-0.01', '0.06', '-0.05', '0.40', '0.13', '0.16', '0.13']","['0.26', '-0.01', '0.06', '-0.05', '0.37', '0.12', '0.15', '0.12']","['0.01', '0.55', '3.12', '-3.72', '0.29']","['1,710.94', '3,627.01', '1,687.40', '0.00', '0.00']"
396,Paragon Finance Ltd,14.6,1.14,"['0.79', '0.46', '0.44', '0.39', '0.29', '0.34', '1.32', '-1.40']","['1.86', '1.08', '1.04', '0.92', '0.68', '0.80', '3.11', '-3.29']","['-0.29', '0.47', '-0.06', '0.40', '0.98']","['-0.00', '3.25', '-0.00', '-0.00', '7.49']"
397,Mansi Finance (Chennai) Ltd,5.21,6.04,"['-0.75', '1.04', '0.44', '0.25', '0.33', '0.23', '0.38', '0.39']","['-2.12', '2.94', '1.24', '0.71', '0.93', '0.65', '1.07', '1.10']","['0.19', '1.59', '-0.48', '-0.43', '0.82']","['2,726.51', '2,569.96', '2,269.64', '2,366.97', '1,671.18']"
398,NDA Securities Ltd,12.6,5.69,"['0.19', '-0.13', '-0.17', '-0.28', '-0.51', '-0.05', '0.23', '0.16']","['0.37', '-0.26', '-0.33', '-0.55', '-1.00', '-0.10', '0.45', '0.31']","['0.23', '-0.14', '0.21', '-2.18', '1.33']","['-3,086.47', '149.80', '197.19', '126.77', '170.76']"
399,Moongipa Capital Finance Ltd,3.77,11.9,"['0.03', '-1.07', '-0.03', '0.04', '0.45', '0.17', '0.04', '0.19']","['0.10', '-3.50', '-0.10', '0.13', '1.47', '0.56', '0.13', '0.62']","['0.14', '0.00', '0.00', '-0.01', '0.02']","['0.00', '1,273.05', '1,327.98', '955.08', '1,013.89']"
400,Arunis Abode Ltd,11.8,12.2,"['-0.11', '-0.04', '0.04', '0.34', '-0.36', '0.07', '0.42', '0.19']","['-0.37', '-0.13', '0.13', '1.13', '-1.20', '0.23', '1.40', '0.63']","['0.53', '-0.27', '-1.00', '0.01', '-0.02']","['165.91', '298.64', '8.69', '29.44', '59.19']"
401,NPR Finance Ltd,,-1.97,"['0.20', '1.37', '0.20', '-0.12', '0.21', '0.27', '0.12', '-0.29']","['0.33', '2.29', '0.33', '-0.20', '0.35', '0.45', '0.20', '-0.48']","['-0.28', '0.07', '0.35', '-0.32', '-0.32']","['436.90', '41.12', '29.31', '40.95', '31.63']"
402,Dynamic Portfolio Management & Services Ltd,52.6,1.30,"['0.02', '0.07', '0.03', '0.02', '0.00', '0.04', '0.06', '0.06']","['0.02', '0.06', '0.03', '0.02', '0.00', '0.03', '0.05', '0.05']","['0.03', '0.04', '0.03', '0.08', '0.38']","['186.24', '302.98', '888.17', '529.25', '365.00']"
403,Bazel International Ltd,,-2.37,"['-0.80', '1.30', '-0.20', '-0.14', '-0.30', '0.12', '0.10', '0.08']","['-5.50', '8.93', '-1.37', '-0.96', '-2.06', '0.82', '0.69', '0.55']","['0.12', '-0.13', '0.36', '-0.40', '0.03']","['', '0.00', '0.00', '', '182.50']"
404,Manipal Finance Corporation Ltd,,,"['0.18', '-0.09', '0.18', '-0.04', '6.62', '-0.01', '0.28', '0.25']","['0.21', '-0.11', '0.21', '-0.05', '7.90', '-0.01', '0.33', '0.30']","['0.03', '0.02', '0.01', '-0.13', '0.02']","['128.82', '0.00', '0.00', '0.00', '0.00']"
405,Shyamkamal Investments Ltd,16.2,1.00,"['-0.06', '0.02', '0.01', '-0.06', '-0.06', '-0.02', '-0.02', '-0.06']","['-0.07', '0.02', '0.01', '-0.07', '-0.07', '-0.02', '-0.02', '-0.07']","['-0.06', '0.02', '0.00', '-0.06', '0.00']","['1,034.17', '365.00', '886.43', '0.00', '128.50']"
406,Kanungo Financiers Ltd,,-6.35,"['-0.06', '-0.03', '-0.07', '0.02', '0.14', '-0.01', '-0.96', '1.09']","['-0.13', '-0.06', '-0.15', '0.04', '0.30', '-0.02', '-2.07', '2.35']","['', '0.00', '0.00', '0.00', '0.06']","['2,190.00', '577.92', '89.80', '547.50', '9.86']"
407,Thirani Projects Ltd,37.0,-0.87,"['0.27', '0.16', '-0.46', '0.22', '0.02', '0.22', '-0.29', '0.20']","['0.13', '0.08', '-0.23', '0.11', '0.01', '0.11', '-0.14', '0.10']","['0.01', '0.09', '0.00', '0.18', '-0.21']","['0.00', '0.00', '0.00', '0.00', '0.00']"
408,Tokyo Finance Ltd,27.1,-27.0,"['0.78', '0.00', '0.13', '-0.06', '0.40', '-0.02', '-0.08', '-3.28']","['1.12', '0.00', '0.19', '-0.09', '0.57', '-0.03', '-0.11', '-4.71']","['0.00', '0.12', '0.33', '0.32', '0.05']","['0.00', '0.00', '0.00', '0.00', '0.00']"
409,Upasana Finance Ltd,8.64,3.49,"['-0.03', '0.18', '0.16', '0.12', '-0.43', '0.11', '0.06', '0.12']","['-0.07', '0.42', '0.37', '0.28', '-1.01', '0.26', '0.14', '0.28']","['-0.10', '-0.24', '0.43', '0.84', '0.57']","['0.00', '0.00', '0.00', '0.00', '0.00']"
410,Trimurthi Ltd,,-42.8,"['0.05', '-0.02', '-0.17', '-0.12', '0.03', '-0.09', '-0.17', '-0.21']","['0.06', '-0.02', '-0.21', '-0.15', '0.04', '-0.11', '-0.21', '-0.26']","['0.01', '0.95', '-1.11', '1.22', '-0.84']","['75.17', '77.29', '36.13', '41.81', '69.61']"
411,Marg Techno-Projects Ltd,28.7,4.80,"['0.20', '0.18', '-0.18', '0.27', '-0.06', '0.11', '0.23', '0.17']","['0.33', '0.30', '-0.30', '0.45', '-0.10', '0.18', '0.38', '0.28']","['0.00', '0.06', '-0.01', '0.00', '-0.02']","['1,169.26', '18,550.59', '0.00', '0.00', '0.00']"
412,Anjani Finance Ltd,11.6,3.21,"['0.15', '0.10', '0.15', '-0.03', '0.04', '0.08', '0.06', '0.10']","['0.15', '0.10', '0.15', '-0.03', '0.04', '0.08', '0.06', '0.10']","['0.08', '-0.07', '0.18', '-0.17', '-0.03']","['80.58', '28.82', '46.93', '36.50', '21.47']"
413,Gowra Leasing & Finance Ltd,7.93,4.49,"['0.12', '0.15', '0.20', '0.13', '0.14', '0.15', '0.45', '0.14']","['0.40', '0.50', '0.67', '0.43', '0.47', '0.50', '1.50', '0.47']","['0.26', '-0.25', '0.64', '0.88', '-1.54']","['1,632.89', '1,332.25', '1,721.19', '757.96', '1,912.92']"
414,Ushakiran Finance Ltd,40.8,4.63,"['-0.03', '-0.00', '-0.01', '0.06', '-0.15', '0.03', '0.06', '0.13']","['-0.12', '-0.00', '-0.04', '0.24', '-0.59', '0.12', '0.24', '0.51']","['-0.02', '0.07', '0.05', '0.06', '0.10']","['-0.00', '-0.00', '1,003.75', '-0.00', '-0.00']"
415,K Z Leasing & Finance Ltd,6.26,1.08,"['0.00', '-0.01', '0.00', '0.20', '0.05', '0.08', '0.01', '0.06']","['0.00', '-0.03', '0.00', '0.66', '0.16', '0.26', '0.03', '0.20']","['1.96', '-0.34', '-0.05', '0.03', '-3.00']","['0.00', '0.00', '0.00', '0.00', '9.36']"
416,KD Leisures Ltd,,-1.12,"['0.06', '0.00', '0.01', '0.01', '0.00', '0.24', '-0.02', '0.00']","['0.19', '0.00', '0.03', '0.03', '0.00', '0.74', '-0.06', '0.00']","['0.01', '-0.01', '0.00', '0.02', '0.00']","['547.50', '', '', '', '']"
417,Williamson Financial Services Ltd,,,"['-21', '-11', '-23', '22', '-11', '-2', '1', '-11']","['-25.33', '-13.65', '-27.49', '26.19', '-12.79', '-2.78', '0.92', '-12.61']","['0', '0', '0', '-1', '0']","['0', '0', '0', '0', '0']"
418,Modern Engineering and Projects Ltd,,-1.60,"['-0.11', '0.00', '-0.07', '-0.01', '-0.06', '0.00', '0.00', '0.00']","['-0.36', '0.00', '-0.23', '-0.03', '-0.19', '0.00', '0.00', '0.00']","['-0.03', '-0.01', '-0.01', '-0.01', '0.01']","['0.00', '72.12', '547.50', '486.67', '374.95']"
419,Money Masters Leasing & Finance Ltd,14.4,3.19,"['0.28', '0.14', '0.46', '0.18', '0.09']","['0.28', '0.14', '0.46', '0.18', '0.09']","['-0.04', '0.17', '0.28', '-0.38', '1.12']","['0.00', '0.00', '0.00', '0.00', '0.00']"
420,Beryl Securities Ltd,17.8,3.48,"['0.24', '0.08', '0.11', '0.10', '0.06', '0.07', '0.09', '0.10']","['0.49', '0.16', '0.23', '0.21', '0.12', '0.14', '0.19', '0.21']","['-0.32', '0.25', '-0.15', '0.06', '-0.02']","['1,247.08', '3,125.31', '6,132.00', '5,110.00', '0.00']"
421,Unishire Urban Infra Ltd,53.6,0.44,"['-0.09', '0.01', '-0.12', '0.00', '0.09', '0.11']","['-0.04', '0.00', '-0.05', '0.00', '0.04', '0.05']","['', '', '0.27', '-0.27', '0.20']","['134.16', '49.65', '205.08', '68.38', '73.60']"
422,Anna Infrastructures Ltd,25.5,3.03,"['0.04', '0.18', '0.06', '0.01', '-0.03', '0.00', '0.00', '0.04']","['0.11', '0.47', '0.16', '0.03', '-0.08', '0.00', '0.00', '0.11']","['0.54', '-0.45', '0.04', '0.58', '-0.48']","['52.98', '1,010.47', '329.90', '472.21', '461.71']"
423,K K Fincorp Ltd,8.38,0.82,"['0.12', '0.10', '0.11', '-0.06', '0.13', '-0.02', '0.02', '0.09']","['0.21', '0.18', '0.20', '-0.11', '0.23', '-0.04', '0.04', '0.16']","['0.01', '-0.01', '0.00', '0.57', '-0.56']","['0.00', '0.00', '0.00', '0.00', '0.00']"
424,Seven Hill Industries Ltd,27.2,-23.4,"['-0.35', '-0.18', '-0.03', '-0.73', '-1.43', '-0.31', '-0.02', '0.38']","['-0.03', '-0.01', '-0.00', '-0.06', '-0.11', '-0.02', '-0.00', '0.03']","['-0.02', '0.01', '0.01', '0.02', '0.00']","['1,590.43', '6,022.50', '', '', '']"
425,SW Investments Ltd,25.7,2.56,"['0.05', '0.09', '0.09', '-0.17', '0.03', '0.06', '0.16', '0.07']","['0.56', '1.00', '1.00', '-1.89', '0.33', '0.67', '1.78', '0.78']","['2.42', '-2.45', '0.00', '0.01', '0.00']","['40.56', '12.17', '0.00', '0.00', '60.83']"
426,Nidhi Granites Ltd,,3.36,"['-0.03', '-0.03', '-0.03', '-0.02', '-0.19', '-0.04', '0.17', '-0.01']","['-0.40', '-0.40', '-0.40', '-0.27', '-2.53', '-0.53', '2.27', '-0.13']","['0.38', '-0.30', '0.06', '0.03', '0.09']","['3,224.17', '567.78', '188.79', '1,003.75', '']"
427,Modern Shares & Stockbrokers Ltd,21.5,0.26,"['-0.44', '-0.07', '-0.12', '-0.09', '-0.12', '-0.09', '0.04', '0.05']","['-1.50', '-0.24', '-0.41', '-0.31', '-0.41', '-0.31', '0.14', '0.17']","['-0.77', '1.96', '1.48', '-0.76', '1.16']","['24.61', '612.84', '66.71', '30.32', '248.68']"
428,Kinetic Trust Ltd,,-0.78,"['0.13', '-0.03', '-0.07', '-0.02', '0.10', '-0.04', '-0.04', '-0.02']","['0.39', '-0.09', '-0.21', '-0.06', '0.30', '-0.12', '-0.12', '-0.06']","['-0.02', '0.00', '0.07', '-0.03', '-0.04']","['2,205.21', '632.67', '519.85', '418.41', '542.82']"
429,Thirdwave Financial Intermediaries Ltd,68.5,-5.63,"['0.07', '0.31', '0.01', '-0.02', '0.28', '-0.03', '-0.02', '0.02']","['0.32', '1.40', '0.05', '-0.09', '1.27', '-0.14', '-0.09', '0.09']","['0.00', '0.00', '0.02', '-0.02', '0.00']","['448.43', '0.00', '0.00', '0.00', '91.25']"
430,G K Consultants Ltd,4.45,-7.68,"['0.31', '0.21', '0.38', '0.05', '-0.48', '-0.36', '-0.26', '-0.59']","['0.58', '0.40', '0.72', '0.09', '-0.90', '-0.68', '-0.49', '-1.11']","['0.20', '1.98', '-1.64', '0.23', '-0.32']","['71.16', '20.52', '11.81', '5.15', '6.46']"
431,GSB Finance Ltd,15.5,2.52,"['0.25', '0.08', '0.15', '0.12', '-0.19', '0.09', '0.03', '0.07']","['0.42', '0.13', '0.25', '0.20', '-0.32', '0.15', '0.05', '0.12']","['-0.06', '-1.87', '-0.13', '-0.02', '0.08']","['20.16', '13.50', '27.25', '4.88', '79.48']"
432,Trinity League India Ltd,,-19.4,"['-0.04', '-0.06', '-0.04', '-0.05', '-0.02', '-0.12', '-0.47', '0.12']","['-0.08', '-0.12', '-0.08', '-0.10', '-0.04', '-0.24', '-0.93', '0.24']","['-0.56', '-0.18']","['0.00', '64.64']"
433,Bridge Securities Ltd,179,93.9,"['0.00', '0.07', '-0.07', '-0.01', '-0.76', '0.29', '-0.10', '0.75']","['0.00', '0.21', '-0.21', '-0.03', '-2.26', '0.86', '-0.30', '2.23']","['-0.20', '-0.01', '-0.03', '0.19', '0.04']","['681.80', '608.33', '770.56', '91.25', '0.00']"
434,Kapil Raj Finance Ltd,107,6.91,"['0.02', '0.02', '0.02', '0.00', '0.01', '0.09', '0.19', '0.02']","['0.04', '0.04', '0.04', '0.00', '0.02', '0.18', '0.37', '0.04']","['0.00', '0.63', '1.06', '-1.67', '-0.02']","['0.00', '0.00', '973.33', '1,389.88', '0.00']"
435,Regency Fincorp Ltd,10.8,5.19,"['0.03', '0.15', '0.17', '0.18', '-0.22', '0.03', '0.24', '0.12']","['0.04', '0.20', '0.23', '0.24', '-0.27', '0.04', '0.29', '0.15']","['0.00', '0.00', '0.00', '0.00', '0.00']","['', '', '', '', '']"
436,Libord Securities Ltd,104,0.26,"['-0.12', '0.04', '0.11', '0.06', '-0.12', '-0.00', '-0.01', '-0.00']","['-0.24', '0.08', '0.22', '0.12', '-0.24', '-0.00', '-0.02', '-0.00']","['0.01', '0.53', '-0.39', '-0.17', '0.04']","['5,522.61', '4,082.59', '1,162.59', '1,482.81', '580.41']"
437,GCM Commodity & Derivatives Ltd,64.5,0.57,"['-0.22', '-0.36', '0.00', '0.08', '-0.22']","['-0.30', '-0.48', '0.00', '0.11', '-0.30']","['0.20', '0.07', '-0.40', '0.00', '6.20']","['4,380.00', '1,347.69', '1,381.79', '190.17', '230.49']"
438,Sai Capital Ltd,6.99,1.39,"['7.36', '8.98', '6.98', '7.12', '7.46', '2.60', '4.79', '3.07']","['25.56', '31.19', '24.24', '24.73', '25.91', '9.03', '16.64', '10.66']","['8.99', '-54.07', '-5.67']","['31.12', '44.22', '78.18']"
439,Golechha Global Finance Ltd,13.8,3.47,"['0.10', '0.08', '0.09', '0.12', '0.08', '0.08', '0.10', '0.09']","['0.18', '0.15', '0.16', '0.22', '0.15', '0.15', '0.18', '0.16']","['0.02', '1.94', '2.02', '-0.01', '0.00']","['', '8,979.00', '245.98', '0.00', '0.00']"
440,Galada Finance Ltd,,-1.40,"['-0.10', '-0.01', '-0.38', '0.01', '-0.30', '0.00', '-0.04', '-0.10']","['-0.33', '-0.03', '-1.27', '0.03', '-1.00', '0.00', '-0.13', '-0.33']","['0.00', '0.05', '0.08', '0.00', '-0.06']","['21.84', '21.90', '0.00', '0.00', '0.00']"
441,Adcon Capital Services Ltd,14.2,3.35,"['0.01', '-0.01', '0.02', '0.05', '-0.05', '0.02', '0.07', '0.01']","['0.03', '-0.03', '0.06', '0.14', '-0.14', '0.06', '0.20', '0.03']","['-0.01', '0.01', '-0.01', '0.04', '0.27']","['0.00', '0.00', '0.00', '0.00', '0.00']"
442,B P Capital Ltd,,-7.17,"['-0.03', '-0.04', '-0.04', '-0.04', '-0.04', '-0.04', '-0.04', '-0.04']","['-0.10', '-0.13', '-0.13', '-0.13', '-0.13', '-0.13', '-0.13', '-0.13']","['0.00', '0.00', '0.00', '0.01', '-0.01']","['0.00', '0.00', '0.00', '0.00', '0.00']"
443,Cindrella Financial Services Ltd,23.4,-5.14,"['0.01', '0.39', '-0.06', '0.03', '0.56', '-0.13', '-0.13', '-0.03']","['0.02', '0.94', '-0.14', '0.07', '1.35', '-0.31', '-0.31', '-0.07']","['-0.01', '-0.06', '-0.20', '-0.02', '0.01']","['0.00', '0.00', '0.00', '0.00', '0.00']"
444,Madhusudan Securities Ltd,,-0.35,"['-0.03', '-0.05', '-0.03', '-0.05', '-0.04', '-0.05', '-0.03', '0.01']","['-0.03', '-0.06', '-0.03', '-0.06', '-0.05', '-0.06', '-0.03', '0.01']","['0.32', '-5.74', '-0.01', '0.01', '-0.03']","['0.00', '0.00', '0.00', '0.00', '0.00']"
